,date_time,injured,killed,street_name_primary,street_name_intersecting
0,2015-01,0,0,JUNIPER STREET,
1,2015-03,0,0,LINDA VISTA ROAD,
2,2015-03,2,0,WASHINGTON STREET,
3,2015-03,1,0,WORDEN STREET,
4,2015-07,0,0,EL CAJON BOULEVARD,
10,2016-01,0,0,SHAWLINE STREET,
11,2016-01,0,0,SHAWLINE STREET,
12,2016-01,2,0,UNIVERSITY AVENUE,
13,2016-01,2,0,UNIVERSITY AVENUE,
14,2016-01,0,0,MEADE AVENUE,
15,2016-01,0,0,BACON STREET,
16,2016-01,0,0,LOMICA DRIVE,
20,2016-02,0,0,EL CAJON BOULEVARD,
23,2016-02,0,0,BLACK MTN ROAD,
24,2016-03,0,0,MIRA MESA BOULEVARD,
25,2016-03,1,0,LINDA VISTA ROAD,
32,2016-05,1,0,MIRAMAR ROAD,
33,2016-05,1,0,MIRAMAR ROAD,
35,2016-05,0,0,MIRA MESA BOULEVARD,
36,2016-06,0,0,PACIFIC BEACH DRIVE,
37,2016-06,0,0,PACIFIC BEACH DRIVE,
39,2016-06,0,0,GIRARD AVENUE,
40,2016-06,4,0,MARKET STREET,
41,2016-06,4,0,MARKET STREET,
44,2016-06,0,0,UNIVERSITY AVENUE,
45,2016-06,0,0,LINCOLN AVENUE,
50,2016-07,0,0,LA JOLLA VILLAGE DRIVE,
53,2016-07,1,0,BROOKHAVEN ROAD,
54,2016-07,0,0,FRIARS ROAD,
55,2016-07,1,0,GRAPE STREET,
56,2016-07,2,0,MIRA MESA BOULEVARD,
57,2016-07,2,0,MIRA MESA BOULEVARD,
58,2016-07,2,0,MIRA MESA BOULEVARD,
61,2016-07,1,0,UPAS STREET,
62,2016-07,1,0,UPAS STREET,
63,2016-07,1,0,SASSAFRAS STREET,
67,2016-07,0,0,SATURN BOULEVARD,
68,2016-07,0,0,SATURN BOULEVARD,
69,2016-07,0,0,LAUREL STREET,
70,2016-07,0,0,FRIARS ROAD,
73,2016-07,4,0,BALBOA AVENUE,
74,2016-07,4,0,BALBOA AVENUE,
76,2016-07,1,0,PALM AVENUE,
79,2016-07,0,0,MARKET STREET,
80,2016-07,0,0,HOME AVENUE,
82,2016-07,2,0,TED WILLIAMS PARKWAY,
83,2016-07,2,0,TED WILLIAMS PARKWAY,
84,2016-07,1,0,ROSECRANS STREET,
87,2016-07,0,0,GENESEE AVENUE,
88,2016-07,0,0,GENESEE AVENUE,
93,2016-07,0,0,CLAIREMONT MESA BOULEVARD,
98,2016-08,1,0,UNIVERSITY AVENUE,
99,2016-08,1,0,UNIVERSITY AVENUE,
100,2016-08,1,0,TORREY PINES ROAD,
101,2016-08,1,0,TORREY PINES ROAD,
102,2016-08,0,0,CORONADO AVENUE,
103,2016-08,0,0,EL CAJON BOULEVARD,
104,2016-08,1,0,LINCOLN AVENUE,
105,2016-08,1,0,LINCOLN AVENUE,
106,2016-08,0,0,MONROE AVENUE,
107,2016-08,0,0,MONROE AVENUE,
111,2016-08,0,0,MARKET STREET,
112,2016-08,2,0,PALM STREET,
113,2016-08,2,0,PALM STREET,
114,2016-08,3,0,PALM AVENUE,
115,2016-08,3,0,PALM AVENUE,
116,2016-08,3,0,PALM AVENUE,
117,2016-08,0,0,PENNSYLVANIA AVENUE,
119,2016-08,1,0,SCOTT STREET,
121,2016-08,2,0,OLD TOWN AVENUE,
122,2016-08,2,0,OLD TOWN AVENUE,
123,2016-08,2,0,OLD TOWN AVENUE,
124,2016-08,2,0,OLD TOWN AVENUE,
125,2016-08,1,0,SUNSET CLIFFS BOULEVARD,
126,2016-08,1,0,SUNSET CLIFFS BOULEVARD,
127,2016-08,1,0,CLAIREMONT DRIVE,
131,2016-08,1,0,PALM AVENUE,
132,2016-08,1,0,PALM AVENUE,
133,2016-08,0,0,IMPERIAL AVENUE,
134,2016-08,1,0,NOBEL DRIVE,
135,2016-08,0,0,AERO DRIVE,
136,2016-08,1,0,FASHION VALLEY ROAD,
137,2016-08,0,0,ADAMS AVENUE,
138,2016-08,0,0,ADAMS AVENUE,
140,2016-08,2,0,UNIVERSITY AVENUE,
141,2016-08,2,0,UNIVERSITY AVENUE,
144,2016-08,1,0,FEDERAL BOULEVARD,
145,2016-08,1,0,FEDERAL BOULEVARD,
147,2016-08,1,0,RANCHO BERNARDO ROAD,
148,2016-08,1,0,RANCHO BERNARDO ROAD,
149,2016-08,1,0,NOBEL DRIVE,
150,2016-08,1,0,NOBEL DRIVE,
152,2016-08,1,0,BLACK MTN ROAD,
153,2016-08,0,0,PACIFIC BEACH DRIVE,
154,2016-08,0,0,SCRIPPS POWAY PARKWAY,
155,2016-08,0,0,SCRIPPS POWAY PARKWAY,
156,2016-08,0,0,GENESEE AVENUE,
157,2016-08,0,0,GENESEE AVENUE,
163,2016-08,2,0,BALBOA AVENUE,
164,2016-08,2,0,BALBOA AVENUE,
165,2016-08,2,0,BALBOA AVENUE,
166,2016-08,2,0,BEYER BOULEVARD,
167,2016-08,2,0,BEYER BOULEVARD,
168,2016-08,0,0,MARLBOROUGH DRIVE,
169,2016-08,0,0,UNIVERSITY AVENUE,
170,2016-08,0,0,UPAS STREET,
171,2016-08,0,0,UPAS STREET,
172,2016-08,1,0,OCEAN VIEW BOULEVARD,
173,2016-08,1,0,OCEAN VIEW BOULEVARD,
174,2016-08,1,0,OCEAN VIEW BOULEVARD,
176,2016-08,0,0,LANDIS STREET,
178,2016-08,1,0,ORANGE AVENUE,
179,2016-08,1,0,ORANGE AVENUE,
183,2016-08,0,0,GENESEE AVENUE,
184,2016-08,1,0,UNIVERSITY AVENUE,
185,2016-08,0,0,MONROE AVENUE,
186,2016-08,0,0,SEA WORLD DRIVE,
187,2016-08,0,0,SEA WORLD DRIVE,
190,2016-08,1,0,EL CAJON BOULEVARD,
191,2016-08,1,0,EL CAJON BOULEVARD,
196,2016-08,1,0,GRAMERCY DRIVE,
197,2016-08,1,0,GRAMERCY DRIVE,
200,2016-08,1,0,CARMEL VALLEY ROAD,TORREY DEL MAR DRIVE
201,2016-08,1,0,CARMEL VALLEY ROAD,TORREY DEL MAR DRIVE
202,2016-08,1,0,UNIVERSITY AVENUE,
203,2016-08,2,0,LA JOLLA SHORES DRIVE,
204,2016-08,2,0,LA JOLLA SHORES DRIVE,
206,2016-08,1,0,HOLLISTER STREET,
207,2016-08,1,0,HOLLISTER STREET,
208,2016-08,0,0,HOLIDAY COURT,
210,2016-08,0,0,JACKSON DRIVE,
212,2016-08,1,0,MIRAMAR ROAD,
213,2016-08,1,0,MIRAMAR ROAD,
216,2016-08,0,0,PARKSIDE AVENUE,
217,2016-08,1,0,DEL MAR HEIGHTS ROAD,
218,2016-08,1,0,DEL MAR HEIGHTS ROAD,
219,2016-08,0,0,MIRAMAR ROAD,
220,2016-08,0,0,SKYLINE DRIVE,
221,2016-08,1,0,EUCLID AVENUE,
225,2016-08,0,0,HILLERY DRIVE,
226,2016-08,0,0,SANDROCK ROAD,
227,2016-08,0,0,SANDROCK ROAD,
228,2016-08,0,0,UNIVERSITY AVENUE,
229,2016-08,2,0,CHURCHWARD STREET,
230,2016-08,1,0,GILMAN DRIVE,
231,2016-08,1,0,GILMAN DRIVE,
232,2016-08,1,0,FLORIDA DRIVE,
233,2016-08,1,0,FLORIDA DRIVE,
234,2016-08,0,0,WOODMAN STREET,
235,2016-08,0,0,WOODMAN STREET,
236,2016-08,2,0,ORANGE AVENUE,
237,2016-08,2,0,ORANGE AVENUE,
238,2016-08,1,0,SEA WORLD DRIVE,SUNSET CLIFFS BOULEVARD
239,2016-08,1,0,SEA WORLD DRIVE,SUNSET CLIFFS BOULEVARD
241,2016-08,0,0,FAIRMOUNT AVENUE,
242,2016-08,0,0,LA JOLLA PARKWAY,
243,2016-08,0,0,BEECH STREET,
244,2016-08,0,0,CANON STREET,
253,2016-08,0,0,SPORTS ARENA BOULEVARD,
254,2016-08,0,0,COLLEGE GROVE DRIVE,
255,2016-08,0,0,FRIARS ROAD,
264,2016-08,3,0,MIRA MESA BOULEVARD,
265,2016-08,3,0,MIRA MESA BOULEVARD,
266,2016-08,0,0,RANCHO PENASQUITOS BOULEVARD,
267,2016-08,2,0,TOWNSGATE DRIVE,
268,2016-08,2,0,TOWNSGATE DRIVE,
270,2016-08,0,0,NORTH HARBOR DRIVE,
271,2016-08,0,0,NORTH HARBOR DRIVE,
272,2016-08,0,0,NORTH HARBOR DRIVE,
273,2016-08,0,0,NORTH HARBOR DRIVE,
277,2016-08,0,0,UNIVERSITY AVENUE,
279,2016-08,0,0,MISSION GORGE ROAD,
280,2016-08,1,0,PACIFIC HIGHWAY,
281,2016-08,1,0,PACIFIC HIGHWAY,
282,2016-08,1,0,GOVERNOR DRIVE,
284,2016-08,0,0,LA JOLLA VILLAGE DRIVE,
286,2016-08,1,0,ADAMS AVENUE,ARIZONA STREET
289,2016-08,0,0,GIRARD AVENUE,
290,2016-08,0,0,SCRIPPS POWAY PARKWAY,
291,2016-08,0,0,GARNET AVENUE,
292,2016-08,4,0,DENNERY ROAD,
293,2016-08,4,0,DENNERY ROAD,
295,2016-08,1,0,MISSION GORGE ROAD,
296,2016-08,1,0,MISSION GORGE ROAD,
297,2016-08,0,0,HOWARD AVENUE,MISSISSIPPI STREET
298,2016-08,0,0,JUNIPER STREET,
299,2016-08,0,0,CLAIREMONT MESA BOULEVARD,
300,2016-08,0,0,FLORIDA STREET,
301,2016-08,0,0,PALM AVENUE,
302,2016-08,0,0,ADAMS AVENUE,
303,2016-08,0,0,A STREET,
306,2016-08,0,0,IMPERIAL AVENUE,
307,2016-08,0,0,REGENTS ROAD,
308,2016-08,2,0,CLAIREMONT MESA BOULEVARD,
309,2016-08,2,0,CLAIREMONT MESA BOULEVARD,
310,2016-08,1,0,ADAMS AVENUE,
313,2016-08,0,0,MIRA MESA BOULEVARD,
314,2016-08,0,0,RUFFIN ROAD,
315,2016-08,1,0,QUALCOMM WAY,
316,2016-08,1,0,QUALCOMM WAY,
317,2016-08,1,0,QUALCOMM WAY,
318,2016-08,0,0,NATIONAL AVENUE,
319,2016-08,0,0,POMERADO ROAD,
324,2016-08,1,0,PACIFIC BEACH DRIVE,
325,2016-08,1,0,PACIFIC BEACH DRIVE,
326,2016-08,0,0,CARMEL VALLEY ROAD,
327,2016-08,1,0,WASHINGTON STREET,
328,2016-08,1,0,WASHINGTON STREET,
329,2016-08,0,0,EL CAJON BOULEVARD,
330,2016-08,0,0,TED WILLIAMS PARKWAY,
331,2016-08,2,0,TAYLOR STREET,
333,2016-08,0,0,CARMEL MTN ROAD,
335,2016-08,1,0,JACKSON DRIVE,
336,2016-08,1,0,JACKSON DRIVE,
337,2016-08,0,0,CARMEL MTN ROAD,
338,2016-08,0,0,INDIA STREET,
339,2016-08,0,0,EL CAJON BOULEVARD,
340,2016-08,0,0,LINDA VISTA ROAD,
341,2016-08,0,1,REGENTS ROAD,
342,2016-08,0,1,REGENTS ROAD,
343,2016-08,2,0,MORENA BOULEVARD,
345,2016-08,0,0,FEDERAL BOULEVARD,
346,2016-08,0,0,SPORTS ARENA BOULEVARD,
352,2016-08,0,0,BOUNDARY STREET,
353,2016-08,1,0,HARBOR DRIVE,
354,2016-08,1,0,HARBOR DRIVE,
355,2016-08,1,0,HARBOR DRIVE,
356,2016-08,1,0,SAN YSIDRO BOULEVARD,
357,2016-08,1,0,SAN YSIDRO BOULEVARD,
358,2016-08,0,0,HARBOR DRIVE,
359,2016-08,0,0,HARBOR DRIVE,
362,2016-08,2,0,LA JOLLA PARKWAY,
363,2016-08,2,0,LA JOLLA PARKWAY,
364,2016-08,0,0,FRIARS ROAD,
365,2016-08,1,0,GRAND AVENUE,LAMONT STREET
366,2016-08,1,0,GRAND AVENUE,LAMONT STREET
367,2016-08,1,0,GRAND AVENUE,LAMONT STREET
369,2016-08,1,0,SABRE SPRINGS PARKWAY,
370,2016-08,5,0,FAIRMOUNT AVENUE,
371,2016-08,5,0,FAIRMOUNT AVENUE,
372,2016-08,5,0,FAIRMOUNT AVENUE,
373,2016-08,5,0,FAIRMOUNT AVENUE,
374,2016-08,0,0,LINDA VISTA ROAD,
375,2016-08,0,0,UNIVERSITY AVENUE,
376,2016-08,1,0,BEYER BOULEVARD,
377,2016-08,1,0,BEYER BOULEVARD,
381,2016-08,1,0,SAN PASQUAL VALLEY ROAD,SAN PASQUAL VALLEY ROAD
382,2016-08,1,0,SAN PASQUAL VALLEY ROAD,SAN PASQUAL VALLEY ROAD
384,2016-08,1,0,ADAMS AVENUE,
385,2016-08,1,0,ADAMS AVENUE,
386,2016-08,0,0,MIDWAY DRIVE,
387,2016-08,0,0,MIDWAY DRIVE,
390,2016-08,0,0,CLAIREMONT MESA BOULEVARD,
391,2016-08,0,0,BROOKHAVEN ROAD,
395,2016-08,0,0,RUFFIN ROAD,
396,2016-08,0,0,RUFFIN ROAD,
397,2016-08,0,0,RUFFIN ROAD,
398,2016-08,2,0,COLLEGE GROVE DRIVE,
399,2016-08,0,0,GATEWAY DRIVE,
401,2016-08,0,0,LA JOLLA SCENIC N DRIVE,
404,2016-08,0,0,UNIVERSITY AVENUE,
407,2016-08,2,0,CARMEL CREEK ROAD,
408,2016-08,2,0,CARMEL CREEK ROAD,
409,2016-08,0,0,MAIN STREET,
410,2016-08,0,0,MAIN STREET,
412,2016-08,1,0,EL CAJON BOULEVARD,
413,2016-08,1,0,TEXAS STREET,
414,2016-08,1,0,TEXAS STREET,
415,2016-08,0,0,CLAIREMONT MESA BOULEVARD,
416,2016-08,1,0,FEDERAL BOULEVARD,
417,2016-08,1,0,FEDERAL BOULEVARD,
423,2016-08,0,0,SATURN BOULEVARD,
424,2016-08,0,0,SATURN BOULEVARD,
427,2016-08,0,0,ROBINSON AVENUE,
428,2016-08,1,0,PHYLLIS PLACE,
429,2016-08,0,0,DIAMOND STREET,
432,2016-08,1,0,GARNET AVENUE,
433,2016-08,1,0,GARNET AVENUE,
434,2016-08,1,0,GARNET AVENUE,
441,2016-08,0,0,TEXAS STREET,
442,2016-08,1,0,EL CAJON BOULEVARD,
443,2016-08,1,0,EL CAJON BOULEVARD,
444,2016-08,0,0,PARKDALE AVENUE,
449,2016-08,0,0,PARK BOULEVARD,UNIVERSITY AVENUE
450,2016-08,0,0,PARK BOULEVARD,UNIVERSITY AVENUE
452,2016-08,1,0,SOLEDAD MTN ROAD,
453,2016-08,1,0,SOLEDAD MTN ROAD,
455,2016-08,1,0,F STREET,
456,2016-08,1,0,BERYL STREET,
457,2016-08,1,0,BERYL STREET,
458,2016-08,1,0,BERYL STREET,
459,2016-08,1,0,BERYL STREET,
462,2016-08,1,0,DAMON AVENUE,
463,2016-08,1,0,DAMON AVENUE,
466,2016-08,1,0,LA JOLLA VILLAGE DRIVE,
467,2016-08,1,0,LA JOLLA VILLAGE DRIVE,
468,2016-08,1,0,CARMEL VALLEY ROAD,
469,2016-08,0,0,MISSION CENTER ROAD,
470,2016-08,0,0,MISSION CENTER ROAD,
472,2016-08,1,0,LANDIS STREET,
475,2016-08,2,0,MARKET STREET,
476,2016-08,2,0,MARKET STREET,
477,2016-08,2,0,MARKET STREET,
478,2016-08,0,0,SAN YSIDRO BOULEVARD,
482,2016-08,1,0,EUCLID AVENUE,FEDERAL BOULEVARD
483,2016-08,1,0,EUCLID AVENUE,FEDERAL BOULEVARD
485,2016-08,1,0,UNIVERSITY AVENUE,
486,2016-08,1,0,UNIVERSITY AVENUE,
487,2016-08,1,0,MISSION CENTER ROAD,
488,2016-08,1,0,MISSION CENTER ROAD,
489,2016-08,0,0,HOME AVENUE,
490,2016-08,0,0,SAN YSIDRO BOULEVARD,
491,2016-08,0,0,SAN YSIDRO BOULEVARD,
492,2016-08,0,0,SAN YSIDRO BOULEVARD,
494,2016-08,0,0,PROSPECT STREET,
495,2016-08,0,0,NATIONAL AVENUE,
496,2016-08,0,0,NATIONAL AVENUE,
497,2016-08,0,0,NATIONAL AVENUE,
498,2016-08,0,0,PARK BOULEVARD,
499,2016-08,0,0,FLORIDA STREET,
500,2016-08,0,0,FLORIDA STREET,
502,2016-08,0,0,B STREET,
503,2016-08,1,0,PARADISE VALLEY ROAD,
504,2016-08,1,0,LINDA VISTA ROAD,
505,2016-08,0,0,EL CAJON BOULEVARD,
506,2016-08,0,0,VALLEY CENTRE DRIVE,
507,2016-08,1,0,GENESEE AVENUE,
510,2016-08,1,0,NAPA STREET,
511,2016-08,0,0,PENNSYLVANIA AVENUE,
512,2016-08,0,0,GENESEE AVENUE,
513,2016-08,0,0,CARROLL ROAD,
514,2016-08,0,0,CARROLL ROAD,
515,2016-08,0,0,GARNET AVENUE,
518,2016-08,1,0,UNIVERSITY AVENUE,
519,2016-08,1,0,UNIVERSITY AVENUE,
522,2016-08,0,0,NEW SALEM STREET,
523,2016-08,1,0,VESTA STREET,
524,2016-08,1,0,WASHINGTON PLACE,
525,2016-08,1,0,SMYTHE AVENUE,
526,2016-08,1,0,BALBOA AVENUE,
527,2016-08,1,0,BALBOA AVENUE,
533,2016-08,0,0,CARMEL COUNTRY ROAD,
534,2016-08,0,0,REGENTS ROAD,
535,2016-08,1,0,KOSTNER DRIVE,
536,2016-08,1,0,NORTH HARBOR DRIVE,
537,2016-08,1,0,NORTH HARBOR DRIVE,
538,2016-08,1,0,SEA WORLD DRIVE,
540,2016-08,0,0,COLLEGE AVENUE,EL CAJON BOULEVARD
541,2016-08,1,0,LA JOLLA VILLAGE DRIVE,
542,2016-08,1,0,FRIARS ROAD,
543,2016-08,0,0,MIDWAY DRIVE,
545,2016-08,0,0,COWLEY WAY,
546,2016-08,0,0,COWLEY WAY,
547,2016-08,0,0,COWLEY WAY,
548,2016-08,0,0,KLAUBER AVENUE,
550,2016-08,1,0,HARBOR DRIVE,
551,2016-08,1,0,HARBOR DRIVE,
554,2016-08,1,0,SUNSET CLIFFS BOULEVARD,
555,2016-08,1,0,SUNSET CLIFFS BOULEVARD,
556,2016-08,1,0,SUNSET CLIFFS BOULEVARD,
557,2016-08,0,0,EL CAJON BOULEVARD,
558,2016-08,0,0,DEL MAR HEIGHTS ROAD,
559,2016-08,0,0,SUNSET CLIFFS BOULEVARD,
560,2016-08,1,0,DISTRIBUTION AVENUE,
561,2016-08,1,0,DISTRIBUTION AVENUE,
565,2016-08,1,0,PICCARD AVENUE,
566,2016-08,1,0,PICCARD AVENUE,
570,2016-08,1,0,SAN DIEGO MISSION ROAD,
571,2016-08,1,0,SAN DIEGO MISSION ROAD,
572,2016-08,1,0,EASTGATE MALL,
573,2016-08,1,0,EASTGATE MALL,
575,2016-08,0,0,ABBOTT STREET,
576,2016-08,1,0,WASHINGTON STREET,
577,2016-08,1,0,WASHINGTON STREET,
580,2016-08,0,0,FRIARS ROAD,
581,2016-08,4,0,TORREY PINES ROAD,
582,2016-08,4,0,TORREY PINES ROAD,
583,2016-08,0,0,IMPERIAL AVENUE,
584,2016-08,0,0,IMPERIAL AVENUE,
587,2016-08,0,0,TWAIN AVENUE,
588,2016-08,1,0,HOME AVENUE,
589,2016-08,1,0,HOME AVENUE,
590,2016-08,1,0,HOME AVENUE,
591,2016-08,0,0,FRONT STREET,
592,2016-08,0,0,VANDEVER AVENUE,
593,2016-08,1,0,MIRA MESA BOULEVARD,
594,2016-08,1,0,MIRA MESA BOULEVARD,
595,2016-08,1,0,MIRA MESA BOULEVARD,
596,2016-08,1,0,UNIVERSITY AVENUE,
597,2016-08,1,0,UNIVERSITY AVENUE,
601,2016-08,1,0,UNIVERSITY AVENUE,
602,2016-08,1,0,UNIVERSITY AVENUE,
603,2016-08,1,0,UNIVERSITY AVENUE,
606,2016-08,0,0,INGRAHAM STREET,
607,2016-08,4,0,LA JOLLA VILLAGE DRIVE,
608,2016-08,4,0,LA JOLLA VILLAGE DRIVE,
609,2016-08,0,0,LOGAN AVENUE,
610,2016-08,1,0,MISSION GORGE ROAD,
611,2016-08,0,0,UNIVERSITY AVENUE,
612,2016-08,0,0,TORREY PINES ROAD,
613,2016-08,0,0,TORREY PINES ROAD,
618,2016-08,0,0,TIERRASANTA BOULEVARD,
619,2016-08,1,0,BALBOA AVENUE,
620,2016-08,1,0,BALBOA AVENUE,
621,2016-08,0,0,BLACK MTN ROAD,
622,2016-08,0,0,GREYLING DRIVE,
623,2016-08,0,0,EL CAJON BOULEVARD,
624,2016-08,1,0,FAIRMOUNT AVENUE,
625,2016-08,1,0,FAIRMOUNT AVENUE,
626,2016-08,0,0,GARNET AVENUE,
627,2016-08,0,0,GARNET AVENUE,
628,2016-08,2,0,MORENA BOULEVARD,
629,2016-08,2,0,MORENA BOULEVARD,
630,2016-08,1,0,EL CAJON BOULEVARD,
631,2016-08,1,0,EL CAJON BOULEVARD,
632,2016-08,1,0,EL CAJON BOULEVARD,
633,2016-08,1,0,CASS STREET,
636,2016-08,1,0,CORONADO AVENUE,
637,2016-08,1,0,CORONADO AVENUE,
638,2016-08,0,0,BALBOA AVENUE,
639,2016-08,2,0,AERO DRIVE,
640,2016-08,2,0,AERO DRIVE,
641,2016-08,0,1,MIRAMAR WAY,
642,2016-08,0,1,MIRAMAR WAY,
643,2016-08,1,0,MISSION GORGE ROAD,
644,2016-08,1,0,MISSION GORGE ROAD,
645,2016-08,0,0,LA JOLLA BOULEVARD,
646,2016-08,0,0,PACIFIC HIGHWAY,
648,2016-08,0,0,CLAIREMONT DRIVE,
649,2016-08,2,0,IMPERIAL AVENUE,
650,2016-08,2,0,IMPERIAL AVENUE,
651,2016-08,2,0,IMPERIAL AVENUE,
652,2016-08,0,0,VOLTAIRE STREET,
653,2016-08,0,0,EL CAJON BOULEVARD,
654,2016-08,0,0,EL CAJON BOULEVARD,
655,2016-08,3,0,EUCLID AVENUE,
656,2016-08,3,0,EUCLID AVENUE,
657,2016-08,3,0,EUCLID AVENUE,
663,2016-08,0,0,CLAIREMONT DRIVE,
664,2016-08,0,0,CLAIREMONT DRIVE,
665,2016-08,0,0,SKYLINE DRIVE,
666,2016-08,0,0,CARMEL MTN ROAD,
667,2016-08,0,0,CARMEL MTN ROAD,
668,2016-08,1,0,JUDICIAL DRIVE,
670,2016-08,0,0,CLAIREMONT DRIVE,
671,2016-08,0,0,BOSTON AVENUE,
674,2016-08,0,0,RANCHO PENASQUITOS BOULEVARD,
675,2016-08,0,1,EL CAJON BOULEVARD,
676,2016-08,1,0,MAIN STREET,
677,2016-08,1,0,MAIN STREET,
678,2016-08,3,0,DEL MAR HEIGHTS ROAD,
679,2016-08,3,0,DEL MAR HEIGHTS ROAD,
680,2016-08,3,0,DEL MAR HEIGHTS ROAD,
681,2016-08,0,0,NEWPORT AVENUE,
685,2016-08,0,0,E STREET,
686,2016-08,0,0,E STREET,
687,2016-08,0,0,SILVERADO STREET,
688,2016-08,0,0,ROSECRANS STREET,
689,2016-08,0,0,MIRA MESA BOULEVARD,
691,2016-08,3,0,HARBOR DRIVE,
692,2016-08,3,0,HARBOR DRIVE,
693,2016-08,1,0,PACIFIC HIGHWAY,
694,2016-08,0,0,UNIVERSITY AVENUE,
695,2016-08,0,0,UNIVERSITY AVENUE,
697,2016-08,0,0,BOSTON AVENUE,
698,2016-08,2,0,G STREET,
699,2016-08,2,0,G STREET,
700,2016-08,1,0,EL CAJON BOULEVARD,
701,2016-08,0,0,MIRAMAR ROAD,
702,2016-08,0,0,MIRAMAR ROAD,
703,2016-08,1,0,OCEAN VIEW BOULEVARD,
704,2016-08,1,0,OCEAN VIEW BOULEVARD,
705,2016-08,1,0,MISSION BAY DRIVE,
706,2016-08,0,0,EL CAJON BOULEVARD,
709,2016-08,3,0,LA JOLLA VILLAGE DRIVE,
710,2016-08,0,0,UNIVERSITY AVENUE,
711,2016-08,0,0,MIRAMAR ROAD,
712,2016-08,0,0,MIRAMAR ROAD,
714,2016-08,1,0,EL CAJON BOULEVARD,
715,2016-08,1,0,EL CAJON BOULEVARD,
716,2016-08,1,0,DERRICK DRIVE,
717,2016-08,0,0,ORO VISTA ROAD,
718,2016-08,0,0,VOLTAIRE STREET,
719,2016-08,0,0,E STREET,
725,2016-08,0,0,ORANGE AVENUE,
732,2016-08,1,0,GENESEE AVENUE,
733,2016-08,1,0,EUCLID AVENUE,
734,2016-08,1,0,EUCLID AVENUE,
736,2016-08,0,0,ROBINSON AVENUE,
737,2016-08,0,0,COAST BOULEVARD,
738,2016-08,0,0,COAST BOULEVARD,
739,2016-08,1,0,TEXAS STREET,
740,2016-08,1,0,CABLE STREET,
741,2016-08,1,0,EL CAJON BOULEVARD,
742,2016-08,0,0,JEWELL STREET,
744,2016-08,2,0,WINONA AVENUE,
746,2016-08,1,0,CONVOY STREET,ENGINEER ROAD
747,2016-08,1,0,CONVOY STREET,ENGINEER ROAD
748,2016-08,0,0,THORN STREET,
749,2016-08,0,0,THORN STREET,
750,2016-08,0,0,THORN STREET,
751,2016-08,0,0,DAIRY MART ROAD,
752,2016-08,0,0,GOLD COAST DRIVE,
754,2016-08,1,0,VALLEY CENTRE DRIVE,
759,2016-08,0,0,CARMEL VALLEY ROAD,
760,2016-08,0,0,CARMEL VALLEY ROAD,
764,2016-08,1,0,SASSAFRAS STREET,
765,2016-08,1,0,SASSAFRAS STREET,
766,2016-08,1,0,GARNET AVENUE,
767,2016-08,1,0,GARNET AVENUE,
768,2016-08,0,0,MARLBOROUGH DRIVE,
769,2016-08,0,0,MARLBOROUGH DRIVE,
770,2016-08,1,0,NARANJA STREET,
771,2016-08,1,0,ESSEX STREET,RICHMOND STREET
772,2016-08,1,0,ESSEX STREET,RICHMOND STREET
773,2016-08,0,0,INDIA STREET,
775,2016-08,1,0,PALM AVENUE,
776,2016-08,1,0,PALM AVENUE,
778,2016-08,1,0,CLAIREMONT MESA BOULEVARD,
779,2016-08,1,0,CLAIREMONT MESA BOULEVARD,
780,2016-08,0,0,PACIFIC HIGHWAY,
781,2016-08,0,0,PALM AVENUE,
784,2016-08,1,0,MISSION BOULEVARD,
785,2016-08,1,0,MISSION BOULEVARD,
786,2016-08,1,0,MISSION BOULEVARD,
787,2016-08,1,0,MISSION BOULEVARD,
788,2016-08,0,0,WIGHTMAN STREET,
790,2016-08,1,0,PICADOR BOULEVARD,
791,2016-08,1,0,PICADOR BOULEVARD,
799,2016-08,2,0,MIRA MESA BOULEVARD,
800,2016-08,2,0,MIRA MESA BOULEVARD,
801,2016-08,1,0,SKYLINE DRIVE,
802,2016-08,1,0,SKYLINE DRIVE,
805,2016-08,0,0,FRIARS ROAD,
806,2016-08,0,0,RANCHO BERNARDO ROAD,
807,2016-08,1,0,PENNANT WAY,
808,2016-08,1,0,PENNANT WAY,
809,2016-08,0,0,GARNET AVENUE,
810,2016-08,0,0,GARNET AVENUE,
811,2016-08,2,0,LA JOLLA VILLAGE DRIVE,
812,2016-08,2,0,LA JOLLA VILLAGE DRIVE,
813,2016-08,2,0,LA JOLLA VILLAGE DRIVE,
814,2016-08,2,0,LA JOLLA VILLAGE DRIVE,
815,2016-08,0,0,MISSION CENTER ROAD,
816,2016-08,0,0,MISSION CENTER ROAD,
817,2016-08,2,0,MORENA BOULEVARD,
818,2016-08,2,0,MORENA BOULEVARD,
819,2016-08,1,0,WASHINGTON PLACE,
820,2016-08,1,0,WASHINGTON PLACE,
821,2016-08,0,0,EL CAJON BOULEVARD,
822,2016-08,0,0,EL CAJON BOULEVARD,
825,2016-08,1,0,UNIVERSITY AVENUE,
826,2016-08,1,0,UNIVERSITY AVENUE,
827,2016-08,1,0,UNIVERSITY AVENUE,
828,2016-08,0,0,TOCAYO AVENUE,
829,2016-08,0,0,TOCAYO AVENUE,
833,2016-08,1,0,LANDIS STREET,
834,2016-08,1,0,ROSECRANS STREET,
835,2016-08,0,0,MARKET STREET,
836,2016-08,1,0,RANCHO BERNARDO ROAD,
837,2016-08,1,0,RANCHO BERNARDO ROAD,
