,date_time,injured,killed,street_name_primary,street_name_intersecting
102417,2022-10,1,0,CARMEL COUNTRY ROAD,CARMEL CREEK ROAD
102421,2022-10,2,0,C STREET,
102422,2022-10,2,0,C STREET,
102423,2022-10,1,0,SAN CARLOS DRIVE,
102424,2022-10,1,0,SAN CARLOS DRIVE,
102425,2022-10,1,0,SAN CARLOS DRIVE,
102426,2022-10,2,0,SATURN BOULEVARD,
102427,2022-10,2,0,SATURN BOULEVARD,
102428,2022-10,2,0,SATURN BOULEVARD,
102429,2022-10,2,0,SATURN BOULEVARD,
102430,2022-10,2,0,SATURN BOULEVARD,
102431,2022-10,2,0,SATURN BOULEVARD,
102437,2022-10,1,0,MAYA LINDA ROAD,
102441,2022-10,1,0,MURPHY CANYON ROAD,
102442,2022-10,0,0,TURQUOISE STREET,
102443,2022-10,0,0,TURQUOISE STREET,
102444,2022-10,1,0,B STREET,
102445,2022-10,1,0,B STREET,
102446,2022-10,1,0,NATIONAL AVENUE,
102447,2022-10,1,0,NATIONAL AVENUE,
102448,2022-10,3,0,OCEAN VIEW BOULEVARD,
102449,2022-10,3,0,OCEAN VIEW BOULEVARD,
102450,2022-10,3,0,OCEAN VIEW BOULEVARD,
102451,2022-10,0,0,MIRA MESA BOULEVARD,
102452,2022-10,0,0,MADISON AVENUE,
102453,2022-10,0,0,LINCOLN AVENUE,
102456,2022-10,0,0,UNIVERSITY AVENUE,
102457,2022-10,2,0,LEBON DRIVE,
102458,2022-10,2,0,LEBON DRIVE,
102462,2022-10,1,0,FAIRMOUNT AVENUE,
102467,2022-10,0,0,WESTMORE ROAD,
102470,2022-10,2,0,OTAY MESA ROAD,
102471,2022-10,2,0,OTAY MESA ROAD,
102473,2022-10,0,0,MISSION CENTER ROAD,
102474,2022-10,0,0,MISSION CENTER ROAD,
102475,2022-10,0,0,MISSION CENTER ROAD,
102476,2022-10,1,0,UNIVERSITY AVENUE,
102477,2022-10,1,0,GARNET AVENUE,
102478,2022-10,1,0,GARNET AVENUE,
102482,2022-10,1,0,CATALINA BOULEVARD,North curb line 0f 4200 Narragansatt AVENUE
102483,2022-10,1,0,CATALINA BOULEVARD,North curb line 0f 4200 Narragansatt AVENUE
102484,2022-10,1,0,CATALINA BOULEVARD,North curb line 0f 4200 Narragansatt AVENUE
102485,2022-10,1,0,CATALINA BOULEVARD,North curb line 0f 4200 Narragansatt AVENUE
102486,2022-10,1,0,CATALINA BOULEVARD,North curb line 0f 4200 Narragansatt AVENUE
102487,2022-10,1,0,MARKET STREET,
102488,2022-10,1,0,MARKET STREET,
102489,2022-10,1,0,MARKET STREET,
102490,2022-10,1,0,HAWTHORN STREET,
102491,2022-10,1,0,HAWTHORN STREET,
102492,2022-10,1,0,HAWTHORN STREET,
102493,2022-10,0,0,EUCLID AVENUE,
102494,2022-10,0,0,EUCLID AVENUE,
102495,2022-10,0,0,EUCLID AVENUE,
102496,2022-10,0,0,PARK BOULEVARD,
102498,2022-10,0,0,EBERS STREET,
102499,2022-10,0,0,EBERS STREET,
102500,2022-10,0,0,EBERS STREET,
102501,2022-10,0,0,EBERS STREET,
102502,2022-10,0,0,EBERS STREET,
102505,2022-10,0,0,FAIRMOUNT AVENUE,
102506,2022-10,0,0,FAIRMOUNT AVENUE,
102510,2022-10,0,0,G STREET,
102511,2022-10,0,0,G STREET,
102512,2022-10,1,0,SWIFT AVENUE,
102513,2022-10,1,0,SWIFT AVENUE,
102514,2022-10,0,0,SEA WORLD DRIVE,
102515,2022-10,0,0,SEA WORLD DRIVE,
102516,2022-10,0,0,BEECH STREET,INDIA STREET
102517,2022-10,0,0,BEECH STREET,INDIA STREET
102518,2022-10,0,0,BEECH STREET,INDIA STREET
102519,2022-10,1,0,LA JOLLA BOULEVARD,MIDWAY STREET
102520,2022-10,2,0,MARKET STREET,
102521,2022-10,2,0,MARKET STREET,
102522,2022-10,0,0,PACIFIC HIGHWAY,
102523,2022-10,0,0,PACIFIC HIGHWAY,
102524,2022-10,2,0,COLLEGE GROVE DRIVE,
102525,2022-10,2,0,COLLEGE GROVE DRIVE,
102530,2022-10,0,0,CLEVELAND AVENUE,
102532,2022-10,0,0,MISSISSIPPI STREET,
102533,2022-10,0,0,MISSISSIPPI STREET,
102534,2022-10,0,0,ORANGE AVENUE,
102535,2022-10,1,0,SUNSET CLIFFS BOULEVARD,
102536,2022-10,2,0,ALDINE DRIVE,
102537,2022-10,2,0,ALDINE DRIVE,
102538,2022-10,2,0,ALDINE DRIVE,
102540,2022-10,0,0,ISLAND AVENUE,
102541,2022-10,0,0,ISLAND AVENUE,
102542,2022-10,0,0,COLLEGE AVENUE,
102545,2022-10,0,0,CLAIREMONT MESA BOULEVARD,
102546,2022-10,0,0,CLAIREMONT MESA BOULEVARD,
102547,2022-10,0,0,CLAIREMONT MESA BOULEVARD,
102548,2022-10,1,0,UNIVERSITY AVENUE,
102549,2022-10,1,0,UNIVERSITY AVENUE,
102558,2022-10,3,0,MIDWAY DRIVE,
102559,2022-10,3,0,MIDWAY DRIVE,
102560,2022-10,3,0,MIDWAY DRIVE,
102561,2022-10,0,0,SCRIPPS POWAY PARKWAY,
102562,2022-10,0,0,SCRIPPS POWAY PARKWAY,
102563,2022-10,0,0,SCRIPPS POWAY PARKWAY,
102564,2022-10,0,0,SCRIPPS POWAY PARKWAY,
102565,2022-10,0,0,SCRIPPS POWAY PARKWAY,
102566,2022-10,1,0,SOLEDAD MOUNTAIN ROAD,
102567,2022-10,2,0,CONVOY STREET,
102568,2022-10,2,0,CONVOY STREET,
102569,2022-10,2,0,CONVOY STREET,
102570,2022-10,2,0,CONVOY STREET,
102571,2022-10,2,0,CONVOY STREET,
102572,2022-10,0,0,MIRA MESA BOULEVARD,
102573,2022-10,0,0,LOGAN AVENUE,
102574,2022-10,0,0,LOGAN AVENUE,
102575,2022-10,0,0,LOGAN AVENUE,
102576,2022-10,0,0,LOGAN AVENUE,
102577,2022-10,0,0,LOGAN AVENUE,
102578,2022-10,0,0,LOGAN AVENUE,
102589,2022-10,1,0,BALBOA AVENUE,
102590,2022-10,1,0,MARKET STREET,
102591,2022-10,1,0,MARKET STREET,
102592,2022-10,1,0,QUIVIRA WAY,
102593,2022-10,0,0,SPORTS ARENA BOULEVARD,
102594,2022-10,0,0,SPORTS ARENA BOULEVARD,
102595,2022-10,0,0,SPORTS ARENA BOULEVARD,
102596,2022-10,0,0,GENESEE AVENUE,
102597,2022-10,0,0,GENESEE AVENUE,
102598,2022-10,1,0,GARNET AVENUE,
102599,2022-10,0,0,UNIVERSITY AVENUE,
102604,2022-10,0,0,CHATSWORTH BOULEVARD,
102605,2022-10,0,0,SPORTS ARENA BOULEVARD,
102606,2022-10,0,0,SPORTS ARENA BOULEVARD,
102607,2022-10,0,0,SPORTS ARENA BOULEVARD,
102612,2022-10,0,0,JOHN J MONTGOMERY DRIVE,
102613,2022-10,0,0,JOHN J MONTGOMERY DRIVE,
102614,2022-10,1,0,HOME AVENUE,
102615,2022-10,1,0,HOME AVENUE,
102616,2022-10,0,0,ROSECRANS STREET,
102617,2022-10,0,0,ROSECRANS STREET,
102618,2022-10,0,0,ROSECRANS STREET,
102619,2022-10,0,0,ROSECRANS STREET,
102620,2022-10,0,0,ROSECRANS STREET,
102621,2022-10,0,0,ROSECRANS STREET,
102622,2022-10,0,0,ROSECRANS STREET,
102623,2022-10,0,0,ROSECRANS STREET,
102624,2022-10,0,0,ROSECRANS STREET,
102625,2022-10,0,0,ROSECRANS STREET,
102626,2022-10,1,0,COLLEGE AVENUE,
102627,2022-10,1,0,COLLEGE AVENUE,
102628,2022-10,1,0,COLLEGE AVENUE,
102629,2022-10,1,0,IMPERIAL AVENUE,
102630,2022-10,0,0,ORO VISTA ROAD,
102631,2022-10,0,0,ORO VISTA ROAD,
102633,2022-10,0,0,LAMONT STREET,
102634,2022-10,0,0,LAMONT STREET,
102635,2022-10,2,0,CONVOY STREET,
102636,2022-10,2,0,CONVOY STREET,
102637,2022-10,2,0,CONVOY STREET,
102638,2022-10,0,0,KETTNER BOULEVARD,
102639,2022-10,0,0,KETTNER BOULEVARD,
102642,2022-10,0,0,OCEAN VIEW BOULEVARD,
102643,2022-10,0,0,OCEAN VIEW BOULEVARD,
102644,2022-10,0,0,CARMEL COUNTRY ROAD,STONE HAVEN WAY
102645,2022-10,0,0,CARMEL COUNTRY ROAD,STONE HAVEN WAY
102646,2022-10,0,0,G STREET,PARK BOULEVARD
102647,2022-10,0,0,G STREET,PARK BOULEVARD
102648,2022-10,0,0,G STREET,PARK BOULEVARD
102649,2022-10,1,0,BAYARD STREET,MISSOURI STREET
102650,2022-10,1,0,BAYARD STREET,MISSOURI STREET
102651,2022-10,1,0,BAYARD STREET,MISSOURI STREET
102653,2022-10,2,0,WESTVIEW PARKWAY,
102654,2022-10,2,0,WESTVIEW PARKWAY,
102655,2022-10,1,0,MEADE AVENUE,
102656,2022-10,1,0,MEADE AVENUE,
102657,2022-10,0,0,EUCLID AVENUE,
102658,2022-10,0,0,EUCLID AVENUE,
102659,2022-10,3,0,IMPERIAL AVENUE,
102660,2022-10,3,0,IMPERIAL AVENUE,
102661,2022-10,3,0,IMPERIAL AVENUE,
102662,2022-10,3,0,IMPERIAL AVENUE,
102663,2022-10,3,0,IMPERIAL AVENUE,
102664,2022-10,3,0,IMPERIAL AVENUE,
102665,2022-10,3,0,IMPERIAL AVENUE,
102666,2022-10,3,0,IMPERIAL AVENUE,
102667,2022-10,3,0,IMPERIAL AVENUE,
102668,2022-10,3,0,IMPERIAL AVENUE,
102673,2022-10,0,0,PALM AVENUE,
102674,2022-10,0,0,PALM AVENUE,
102675,2022-10,0,0,PALM AVENUE,
102676,2022-10,2,0,MISSION BAY DRIVE,
102677,2022-10,2,0,MISSION BAY DRIVE,
102678,2022-10,2,0,MISSION BAY DRIVE,
102679,2022-10,0,0,NAPA STREET,
102680,2022-10,0,0,NAPA STREET,
102684,2022-10,1,0,PALM AVENUE,
102685,2022-10,1,0,PALM AVENUE,
102686,2022-10,1,0,BERYL STREET,LAMONT STREET
102687,2022-10,1,0,LANSDALE DRIVE,
102688,2022-10,1,0,LANSDALE DRIVE,
102696,2022-10,1,0,TURQUOISE STREET,
102697,2022-10,1,0,TURQUOISE STREET,
102698,2022-10,0,0,GARNET AVENUE,
102699,2022-10,0,0,GARNET AVENUE,
102700,2022-10,1,0,MIRAMAR ROAD,
102701,2022-10,1,0,MIRAMAR ROAD,
102702,2022-10,1,0,EUCLID AVENUE,
102703,2022-10,1,0,EUCLID AVENUE,
102704,2022-10,1,0,EUCLID AVENUE,
102705,2022-10,1,0,EUCLID AVENUE,
102706,2022-10,1,0,GARNET AVENUE,
102707,2022-10,1,0,GARNET AVENUE,
102708,2022-10,1,0,GARNET AVENUE,
102709,2022-10,1,0,GARNET AVENUE,
102710,2022-10,0,0,MISSION GORGE ROAD,
102711,2022-10,0,0,MISSION GORGE ROAD,
102712,2022-10,1,0,CLAIREMONT DRIVE,
102713,2022-10,1,0,MIRA MESA BOULEVARD,
102714,2022-10,1,0,MIRA MESA BOULEVARD,
102715,2022-10,1,0,MIRA MESA BOULEVARD,
102716,2022-10,1,0,BALBOA AVENUE,
102717,2022-10,1,0,GENESEE AVENUE,
102718,2022-10,1,0,GENESEE AVENUE,
102721,2022-10,0,0,CONVOY STREET,
102722,2022-10,0,0,CONVOY STREET,
102723,2022-10,0,0,G STREET,
102724,2022-10,0,0,G STREET,
102725,2022-10,0,0,G STREET,
102726,2022-10,0,0,MIDWAY DRIVE,
102727,2022-10,0,0,MIDWAY DRIVE,
102728,2022-10,1,0,MISSION BOULEVARD,
102729,2022-10,1,0,MISSION BOULEVARD,
102730,2022-10,1,0,PARK BOULEVARD,ZOO DRIVE
102731,2022-10,1,0,PARK BOULEVARD,ZOO DRIVE
102732,2022-10,1,0,EL CAJON BOULEVARD,
102733,2022-10,0,0,JAMACHA ROAD,
102734,2022-10,0,0,JAMACHA ROAD,
102735,2022-10,0,0,JAMACHA ROAD,
102736,2022-10,0,0,JAMACHA ROAD,
102737,2022-10,0,0,GOVERNOR DRIVE,
102738,2022-10,1,0,COLUMBIA STREET,LAUREL STREET
102739,2022-10,0,0,MORENA BOULEVARD,NAPIER STREET
102740,2022-10,0,0,MORENA BOULEVARD,NAPIER STREET
102741,2022-10,0,1,SCRIPPS POWAY PARKWAY,
102744,2022-10,1,0,UNIVERSITY AVENUE,
102745,2022-10,1,0,UNIVERSITY AVENUE,
102746,2022-10,1,0,UNIVERSITY AVENUE,
102747,2022-10,1,0,UNIVERSITY AVENUE,
102748,2022-10,0,0,CLAIREMONT MESA BOULEVARD,
102749,2022-10,0,0,CLAIREMONT MESA BOULEVARD,
102750,2022-10,0,0,UNIVERSITY AVENUE,
102751,2022-10,0,0,UNIVERSITY AVENUE,
102758,2022-10,1,0,DEL MAR HEIGHTS ROAD,LANSDALE DRIVE
102759,2022-10,1,0,DEL MAR HEIGHTS ROAD,LANSDALE DRIVE
102774,2022-10,0,0,MISSION GORGE ROAD,
102775,2022-10,0,0,MISSION GORGE ROAD,
102776,2022-10,0,0,MISSION GORGE ROAD,
102777,2022-10,0,0,MISSION GORGE ROAD,
102778,2022-10,0,0,MISSION GORGE ROAD,
102779,2022-10,0,0,MISSION GORGE ROAD,
102780,2022-10,1,0,UNIVERSITY AVENUE,
102784,2022-10,1,0,CONGRESS STREET,HARNEY STREET
102785,2022-10,1,0,BALBOA AVENUE,
102786,2022-10,1,0,BALBOA AVENUE,
102787,2022-10,1,0,BALBOA AVENUE,
102788,2022-10,1,0,BALBOA AVENUE,
102789,2022-10,1,0,BALBOA AVENUE,
102790,2022-10,1,0,BALBOA AVENUE,
102793,2022-10,0,0,WASHINGTON STREET,
102794,2022-10,0,0,WASHINGTON STREET,
102795,2022-10,0,0,WASHINGTON STREET,
102796,2022-10,1,1,PALM AVENUE,
102799,2022-10,0,0,RUFFIN ROAD,
102800,2022-10,0,0,RUFFIN ROAD,
102801,2022-10,0,0,RUFFIN ROAD,
102802,2022-10,0,0,RUFFIN ROAD,
102803,2022-10,0,0,PROSPECT PLACE,
102804,2022-10,0,0,EUCLID AVENUE,
102805,2022-10,0,0,EUCLID AVENUE,
102820,2022-10,0,0,VALLEY CENTRE DRIVE,
102821,2022-10,0,0,VALLEY CENTRE DRIVE,
102822,2022-10,0,0,WINONA AVENUE,
102823,2022-10,0,0,WINONA AVENUE,
102826,2022-10,0,0,MONUMENT ROAD,
102827,2022-10,0,0,MONUMENT ROAD,
102830,2022-10,1,0,LOGAN AVENUE,
102831,2022-10,1,0,LOGAN AVENUE,
102832,2022-10,1,0,LOGAN AVENUE,
102836,2022-10,0,0,BRITANNIA BOULEVARD,
102837,2022-10,0,0,BRITANNIA BOULEVARD,
102838,2022-10,0,0,BRITANNIA BOULEVARD,
102839,2022-10,0,0,GREYLING DRIVE,
102840,2022-10,0,0,GREYLING DRIVE,
102843,2022-10,2,0,PERSHING DRIVE,
102844,2022-10,2,0,PERSHING DRIVE,
102845,2022-10,2,0,PERSHING DRIVE,
102848,2022-10,1,0,IMPERIAL AVENUE,
102849,2022-10,1,0,IMPERIAL AVENUE,
102850,2022-10,0,0,UNIVERSITY AVENUE,
102851,2022-10,1,0,CARMEL MOUNTAIN ROAD,
102852,2022-10,1,0,CARMEL MOUNTAIN ROAD,
102853,2022-10,1,0,CARMEL MOUNTAIN ROAD,
102854,2022-10,1,0,CARMEL MOUNTAIN ROAD,
102855,2022-10,1,0,CARMEL MOUNTAIN ROAD,
102857,2022-10,2,0,BOYD AVENUE,GENESEE AVENUE
102858,2022-10,2,0,BOYD AVENUE,GENESEE AVENUE
102859,2022-10,2,0,BOYD AVENUE,GENESEE AVENUE
102869,2022-10,1,0,SCOTT STREET,
102870,2022-10,1,0,SCOTT STREET,
102871,2022-10,1,0,SCOTT STREET,
102872,2022-10,1,0,MISSION BOULEVARD,
102873,2022-10,1,0,MISSION BOULEVARD,
102874,2022-10,0,0,CARMEL MOUNTAIN ROAD,
102875,2022-10,0,0,CARMEL MOUNTAIN ROAD,
102876,2022-10,0,0,CARMEL MOUNTAIN ROAD,
102884,2022-10,0,0,SAN DIEGO AVENUE,WASHINGTON STREET
102887,2022-10,3,0,REO DRIVE,
102888,2022-10,3,0,REO DRIVE,
102889,2022-10,3,0,REO DRIVE,
102890,2022-10,3,0,REO DRIVE,
102891,2022-10,1,0,LA JOLLA VILLAGE DRIVE,REGENTS ROAD
102894,2022-10,0,0,ADAMS AVENUE,
102895,2022-10,0,0,ADAMS AVENUE,
102896,2022-10,1,0,LINDA VISTA ROAD,
102897,2022-10,1,0,LINDA VISTA ROAD,
102899,2022-10,0,0,MAIN STREET,
102901,2022-10,0,0,SUNSET CLIFFS BOULEVARD,
102902,2022-10,0,0,SUNSET CLIFFS BOULEVARD,
102903,2022-10,0,0,SUNSET CLIFFS BOULEVARD,
102904,2022-10,1,0,ADRIAN STREET,
102905,2022-10,2,0,FRIARS ROAD,
102906,2022-10,2,0,FRIARS ROAD,
102907,2022-10,0,0,GRAND AVENUE,
102908,2022-10,0,0,GRAND AVENUE,
102909,2022-10,2,0,REGENTS ROAD,
102910,2022-10,2,0,REGENTS ROAD,
102911,2022-10,0,0,EL CAJON BOULEVARD,
102912,2022-10,0,0,EL CAJON BOULEVARD,
102913,2022-10,0,0,EL CAJON BOULEVARD,
102914,2022-10,1,0,CARMEL VALLEY ROAD,BLACK MOUNTAIN ROAD
102920,2022-10,0,0,EL CAJON BOULEVARD,
102921,2022-10,0,0,EL CAJON BOULEVARD,
102922,2022-10,1,0,ALVARADO ROAD,
102923,2022-10,1,0,ALVARADO ROAD,
102924,2022-10,1,0,ALVARADO ROAD,
102925,2022-10,1,0,ALVARADO ROAD,
102926,2022-10,1,0,MISSION CENTER ROAD,
102927,2022-10,1,0,MISSION CENTER ROAD,
102928,2022-10,0,0,WOODMAN STREET,
102929,2022-10,0,0,WOODMAN STREET,
102930,2022-10,0,0,WOODMAN STREET,
102931,2022-10,0,0,WOODMAN STREET,
102933,2022-10,0,0,GRAND AVENUE,
102934,2022-10,0,0,GRAND AVENUE,
102935,2022-10,0,0,GRAND AVENUE,
102936,2022-10,0,0,GRAND AVENUE,
102937,2022-10,1,0,GARNET AVENUE,
102938,2022-10,1,0,GARNET AVENUE,
102939,2022-10,1,0,ALTA VIEW DRIVE,
102940,2022-10,1,0,ALTA VIEW DRIVE,
102941,2022-10,1,0,SAN DIEGO AVENUE,
102942,2022-10,1,0,SAN DIEGO AVENUE,
102943,2022-10,0,0,MISSION BOULEVARD,
102944,2022-10,0,0,MISSION BOULEVARD,
102945,2022-10,0,0,MISSION BOULEVARD,
102946,2022-10,1,0,UNIVERSITY AVENUE,
102947,2022-10,1,0,UNIVERSITY AVENUE,
102948,2022-10,1,0,UNIVERSITY AVENUE,
102949,2022-10,1,0,UNIVERSITY AVENUE,
102951,2022-10,2,0,MONTEZUMA ROAD,
102952,2022-10,2,0,MONTEZUMA ROAD,
102953,2022-10,2,0,MONTEZUMA ROAD,
102954,2022-10,0,0,OUTER ROAD,
102955,2022-10,0,0,OUTER ROAD,
102958,2022-10,4,0,MERCY ROAD,
102959,2022-10,4,0,MERCY ROAD,
102960,2022-10,4,0,MERCY ROAD,
102961,2022-10,4,0,MERCY ROAD,
102966,2022-10,1,0,ORANGE AVENUE,
102967,2022-10,1,0,ORANGE AVENUE,
102968,2022-10,1,0,ORANGE AVENUE,
102969,2022-10,0,0,MIRA MESA BOULEVARD,
102970,2022-10,0,0,MIRA MESA BOULEVARD,
102971,2022-10,0,0,MIRA MESA BOULEVARD,
102973,2022-10,3,0,PARK BOULEVARD,
102974,2022-10,3,0,PARK BOULEVARD,
102975,2022-10,3,0,PARK BOULEVARD,
102978,2022-10,0,0,EL CAJON BOULEVARD,
102979,2022-10,0,0,EL CAJON BOULEVARD,
102980,2022-10,1,0,FRIARS ROAD,
102981,2022-10,1,0,FRIARS ROAD,
102982,2022-10,1,0,FRIARS ROAD,
102983,2022-10,1,0,FRIARS ROAD,
102984,2022-10,3,0,MISSION CENTER ROAD,
102985,2022-10,3,0,MISSION CENTER ROAD,
102986,2022-10,3,0,MISSION CENTER ROAD,
102987,2022-10,3,0,MISSION CENTER ROAD,
102992,2022-10,1,0,PALM AVENUE,
102993,2022-10,1,0,PALM AVENUE,
102995,2022-10,1,0,ASH STREET,
102997,2022-10,1,0,MARKET STREET,
102998,2022-10,1,0,MARKET STREET,
102999,2022-10,1,0,MARKET STREET,
103000,2022-10,0,0,SAN YSIDRO BOULEVARD,
103001,2022-10,0,0,SAN YSIDRO BOULEVARD,
103002,2022-10,1,0,TIERRASANTA BOULEVARD,
103003,2022-10,0,0,OHIO STREET,
103004,2022-10,0,0,OHIO STREET,
103005,2022-10,1,0,EUCLID AVENUE,
103006,2022-10,1,0,EUCLID AVENUE,
103007,2022-10,1,0,EUCLID AVENUE,
103012,2022-10,0,0,PALM AVENUE,
103013,2022-10,0,0,PALM AVENUE,
103014,2022-10,0,0,SAN YSIDRO BOULEVARD,
103015,2022-10,0,0,SAN YSIDRO BOULEVARD,
103016,2022-10,2,0,FELSPAR STREET,
103017,2022-10,2,0,FELSPAR STREET,
103021,2022-10,1,0,LANSDALE DRIVE,SUNSET POINT WAY
103022,2022-10,1,0,LANSDALE DRIVE,SUNSET POINT WAY
103023,2022-10,0,0,BALBOA AVENUE,
103024,2022-10,0,0,BALBOA AVENUE,
103027,2022-10,1,0,RANCHO BERNARDO ROAD,
103028,2022-10,1,0,RANCHO BERNARDO ROAD,
103029,2022-10,1,0,RANCHO BERNARDO ROAD,
103030,2022-10,1,0,WASHINGTON STREET,
103031,2022-10,1,0,WASHINGTON STREET,
103035,2022-10,0,0,EL CAJON BOULEVARD,
103036,2022-10,0,0,EL CAJON BOULEVARD,
103041,2022-10,2,0,OCEAN VIEW BOULEVARD,
103042,2022-10,2,0,OCEAN VIEW BOULEVARD,
103043,2022-10,2,0,OCEAN VIEW BOULEVARD,
103044,2022-10,2,0,OCEAN VIEW BOULEVARD,
103048,2022-10,1,0,LINDA VISTA ROAD,
103049,2022-10,1,0,LINDA VISTA ROAD,
103050,2022-10,0,0,CARMEL MOUNTAIN ROAD,
103051,2022-10,0,0,CARMEL MOUNTAIN ROAD,
103052,2022-10,0,0,CLAIREMONT DRIVE,
103053,2022-10,0,0,CLAIREMONT DRIVE,
103054,2022-10,2,0,CLAIREMONT DRIVE,
103055,2022-10,2,0,CLAIREMONT DRIVE,
103056,2022-10,2,0,CLAIREMONT DRIVE,
103057,2022-10,1,0,COLLEGE AVENUE,
103058,2022-10,0,0,FROST STREET,
103060,2022-10,3,0,NAVAJO ROAD,
103061,2022-10,3,0,NAVAJO ROAD,
103062,2022-10,3,0,NAVAJO ROAD,
103063,2022-10,3,0,NAVAJO ROAD,
103064,2022-10,3,0,NAVAJO ROAD,
103065,2022-10,3,0,NAVAJO ROAD,
103066,2022-10,3,0,NAVAJO ROAD,
103067,2022-10,3,0,NAVAJO ROAD,
103068,2022-10,1,0,F STREET,
103069,2022-10,1,0,F STREET,
103073,2022-10,1,0,BARNETT AVENUE,
103074,2022-10,0,0,THOMAS AVENUE,
103077,2022-10,1,0,AERO DRIVE,KEARNY VILLA ROAD
103078,2022-10,1,0,AERO DRIVE,KEARNY VILLA ROAD
103079,2022-10,1,0,WORLD TRADE DRIVE,
103080,2022-10,1,0,WORLD TRADE DRIVE,
103081,2022-10,1,0,ORANGE AVENUE,
103082,2022-10,1,0,ORANGE AVENUE,
103083,2022-10,3,0,SUNSET CLIFFS BOULEVARD,
103084,2022-10,3,0,SUNSET CLIFFS BOULEVARD,
103085,2022-10,3,0,SUNSET CLIFFS BOULEVARD,
103086,2022-10,3,0,SUNSET CLIFFS BOULEVARD,
103087,2022-10,1,0,DENNERY ROAD,North Curbline
103090,2022-10,0,0,DENNERY ROAD,
103091,2022-10,0,0,DENNERY ROAD,
103096,2022-10,1,0,CENTRAL AVENUE,
103097,2022-10,1,0,CENTRAL AVENUE,
103098,2022-10,1,0,CENTRAL AVENUE,
103101,2022-10,0,0,ULRIC STREET,
103108,2022-10,0,0,INGRAHAM STREET,
103109,2022-10,0,0,INGRAHAM STREET,
103110,2022-10,0,0,INGRAHAM STREET,
103111,2022-10,1,0,OTAY MESA ROAD,
103112,2022-10,0,0,POTOMAC STREET,
103113,2022-10,0,0,POTOMAC STREET,
103114,2022-10,0,0,POTOMAC STREET,
103115,2022-10,0,0,POTOMAC STREET,
103122,2022-10,0,0,FAIRMOUNT AVENUE,
103123,2022-10,0,0,FAIRMOUNT AVENUE,
103124,2022-10,1,0,CONVOY STREET,
103125,2022-10,1,0,CONVOY STREET,
103126,2022-10,1,0,LA JOLLA VILLAGE DRIVE,
103127,2022-10,1,0,LA JOLLA VILLAGE DRIVE,
103128,2022-10,1,0,LA JOLLA VILLAGE DRIVE,
103129,2022-10,0,0,ANTIGUA BOULEVARD,VIA VALARTA
103130,2022-10,1,0,CEDAR STREET,
103131,2022-10,1,0,CEDAR STREET,
103132,2022-10,4,0,WOODMAN STREET,
103133,2022-10,4,0,WOODMAN STREET,
103134,2022-10,4,0,WOODMAN STREET,
103135,2022-10,4,0,WOODMAN STREET,
103138,2022-10,0,0,MISSION GORGE ROAD,
103140,2022-10,0,0,MESA COLLEGE DRIVE,
103141,2022-10,0,0,MESA COLLEGE DRIVE,
103145,2022-10,0,0,ROSECRANS STREET,
103146,2022-10,0,0,ROSECRANS STREET,
103147,2022-10,2,0,MIDWAY DRIVE,
103148,2022-10,2,0,MIDWAY DRIVE,
103149,2022-10,2,0,MIDWAY DRIVE,
103157,2022-10,2,0,SAN VICENTE STREET,
103158,2022-10,2,0,SAN VICENTE STREET,
103159,2022-10,1,0,IMPERIAL AVENUE,
103160,2022-10,1,0,IMPERIAL AVENUE,
103165,2022-10,0,0,OTAY MESA ROAD,
103166,2022-10,0,0,OTAY MESA ROAD,
103167,2022-10,1,0,THOMAS AVENUE,
103168,2022-10,0,0,FAIRMOUNT AVENUE,
103169,2022-10,0,0,FAIRMOUNT AVENUE,
103170,2022-10,0,0,FAIRMOUNT AVENUE,
103171,2022-10,0,0,FAIRMOUNT AVENUE,
103172,2022-10,0,0,GENESEE AVENUE,
103173,2022-10,0,0,GENESEE AVENUE,
103174,2022-10,0,0,GENESEE AVENUE,
103175,2022-10,4,0,WASHINGTON STREET,
103176,2022-10,4,0,WASHINGTON STREET,
103177,2022-10,4,0,WASHINGTON STREET,
103178,2022-10,4,0,WASHINGTON STREET,
103179,2022-10,4,0,WASHINGTON STREET,
103180,2022-10,4,0,WASHINGTON STREET,
103181,2022-10,4,0,WASHINGTON STREET,
103182,2022-10,1,0,SAN PASQUAL ROAD,
103183,2022-10,1,0,SAN PASQUAL ROAD,
103184,2022-10,1,0,SAN PASQUAL ROAD,
103185,2022-10,1,0,UNIVERSITY AVENUE,
103186,2022-10,1,0,UNIVERSITY AVENUE,
103187,2022-10,1,0,UNIVERSITY AVENUE,
103188,2022-10,1,0,EUCLID AVENUE,
103189,2022-10,1,0,EUCLID AVENUE,
103190,2022-10,0,0,NOBEL DRIVE,
103191,2022-10,0,0,VIEWRIDGE AVENUE,
103192,2022-10,0,0,VIEWRIDGE AVENUE,
103194,2022-10,3,0,RUFFIN ROAD,
103195,2022-10,3,0,RUFFIN ROAD,
103196,2022-10,3,0,RUFFIN ROAD,
103197,2022-10,3,0,RUFFIN ROAD,
103198,2022-10,2,0,AFTON ROAD,NEVA AVENUE
103199,2022-10,2,0,AFTON ROAD,NEVA AVENUE
103200,2022-10,1,0,ARRUZA STREET,PICADOR BOULEVARD
103201,2022-10,1,0,ARRUZA STREET,PICADOR BOULEVARD
