,date_count,street_name,total_count
4815,2011-06,EL CAJON BOULEVARD,31945
4816,2014-05,EL CAJON BOULEVARD,24796
4817,2018-04,EL CAJON BOULEVARD,23943
4818,2007-05,EL CAJON BOULEVARD,18430
4819,2010-06,EL CAJON BOULEVARD,17715
4820,2013-05,EL CAJON BOULEVARD,18497
4821,2021-06,EL CAJON BOULEVARD,18378
4822,2005-05,EL CAJON BOULEVARD,19590
4823,2010-10,EL CAJON BOULEVARD,22255
4824,2013-12,EL CAJON BOULEVARD,16986
4825,2018-05,EL CAJON BOULEVARD,25501
4826,2019-03,EL CAJON BOULEVARD,21183
4827,2022-07,EL CAJON BOULEVARD,26459
4828,2019-03,EL CAJON BOULEVARD,23340
4829,2022-04,EL CAJON BOULEVARD,20682
4830,2005-04,EL CAJON BOULEVARD,26770
4831,2008-05,EL CAJON BOULEVARD,27880
4832,2011-06,EL CAJON BOULEVARD,22715
4833,2014-05,EL CAJON BOULEVARD,21649
4834,2018-04,EL CAJON BOULEVARD,22460
4835,2005-03,EL CAJON BOULEVARD,21600
4836,2008-03,EL CAJON BOULEVARD,21010
4837,2011-05,EL CAJON BOULEVARD,19925
4838,2014-05,EL CAJON BOULEVARD,20836
4839,2018-03,EL CAJON BOULEVARD,22470
4840,2022-03,EL CAJON BOULEVARD,18519
4841,2009-03,EL CAJON BOULEVARD,25725
4842,2012-02,EL CAJON BOULEVARD,22905
4843,2015-04,EL CAJON BOULEVARD,23558
4844,2009-10,EL CAJON BOULEVARD,22815
4845,2012-08,EL CAJON BOULEVARD,20078
4846,2016-08,EL CAJON BOULEVARD,21193
4847,2006-05,EL CAJON BOULEVARD,27800
4848,2008-05,EL CAJON BOULEVARD,26660
4849,2009-05,EL CAJON BOULEVARD,27985
4850,2012-04,EL CAJON BOULEVARD,24754
4851,2015-05,EL CAJON BOULEVARD,26061
4852,2016-05,EL CAJON BOULEVARD,25773
4853,2018-06,EL CAJON BOULEVARD,20838
4854,2006-03,EL CAJON BOULEVARD,23400
4855,2009-03,EL CAJON BOULEVARD,22990
4856,2012-03,EL CAJON BOULEVARD,22142
4857,2015-05,EL CAJON BOULEVARD,21481
4858,2016-03,EL CAJON BOULEVARD,21108
4859,2020-03,EL CAJON BOULEVARD,22740
4860,2006-03,EL CAJON BOULEVARD,30810
4861,2009-03,EL CAJON BOULEVARD,36435
4862,2012-03,EL CAJON BOULEVARD,35701
4863,2015-05,EL CAJON BOULEVARD,34651
4864,2016-03,EL CAJON BOULEVARD,39916
4865,2020-03,EL CAJON BOULEVARD,26815
4866,2010-02,EL CAJON BOULEVARD,35290
4867,2013-01,EL CAJON BOULEVARD,35055
4868,2010-02,EL CAJON BOULEVARD,43660
4869,2013-02,EL CAJON BOULEVARD,39946
4870,2007-03,EL CAJON BOULEVARD,23060
4871,2010-03,EL CAJON BOULEVARD,31830
4872,2013-02,EL CAJON BOULEVARD,29181
4873,2021-03,EL CAJON BOULEVARD,25631
4954,2010-10,ELM AVENUE,3305
4955,2013-11,ELM AVENUE,3124
4956,2014-08,ELM AVENUE,3682
4957,2008-12,ELM AVENUE,3360
4958,2012-08,ELM AVENUE,3785
4959,2006-03,ELM STREET,7550
4960,2009-03,ELM STREET,6425
4961,2012-03,ELM STREET,6629
4962,2015-05,ELM STREET,5793
4963,2016-03,ELM STREET,5768
4964,2006-03,ELM STREET,7830
4965,2009-03,ELM STREET,7890
4966,2012-03,ELM STREET,7640
4967,2015-05,ELM STREET,6566
4968,2016-03,ELM STREET,6878
4969,2005-03,ELM STREET,6200
4970,2008-03,ELM STREET,10350
4971,2011-05,ELM STREET,6720
4972,2014-05,ELM STREET,6255
4973,2018-03,ELM STREET,7347
4974,2022-03,ELM STREET,8346
4975,2006-09,ENGINEER ROAD,4390
4976,2009-09,ENGINEER ROAD,3940
4977,2012-07,ENGINEER ROAD,4194
4978,2016-09,ENGINEER ROAD,4299
4979,2020-02,ENGINEER ROAD,2814
4980,2006-09,ENGINEER ROAD,5920
4981,2008-09,ENGINEER ROAD,5300
4982,2009-09,ENGINEER ROAD,4985
4983,2012-07,ENGINEER ROAD,4408
4984,2016-09,ENGINEER ROAD,4635
4985,2021-11,ENGINEER ROAD,2958
4986,2007-10,ENGINEER ROAD,2900
4987,2010-09,ENGINEER ROAD,3680
4988,2014-01,ENGINEER ROAD,3197
4989,2017-10,ENGINEER ROAD,2831
4990,2011-06,ENRICO FERMI DRIVE,4645
4991,2014-05,ENRICO FERMI DRIVE,4926
4992,2010-10,ENTERPRISE STREET,5965
4993,2014-03,ENTERPRISE STREET,4012
4994,2010-10,ENTERPRISE STREET,4150
4995,2014-03,ENTERPRISE STREET,1111
4996,2021-08,ESCALA DRIVE,2199
4997,2020-02,ESCALA DRIVE,2262
4998,2010-11,ESCALA DRIVE,3355
4999,2014-03,ESCALA DRIVE,2964
5000,2011-05,ESCALA DRIVE,2595
5001,2014-05,ESCALA DRIVE,3643
5002,2016-11,ESSEX STREET,2257
5003,2016-11,ESSEX STREET,1537
5004,2007-04,EUCLID AVENUE,12150
5005,2010-04,EUCLID AVENUE,14600
5006,2013-03,EUCLID AVENUE,12166
5007,2018-04,EUCLID AVENUE,15246
5008,2021-05,EUCLID AVENUE,13754
5009,2021-06,EUCLID AVENUE,32283
5010,2006-04,EUCLID AVENUE,37340
5011,2006-04,EUCLID AVENUE,20513
5012,2007-04,EUCLID AVENUE,36190
5013,2009-04,EUCLID AVENUE,37960
5014,2010-04,EUCLID AVENUE,36200
5015,2012-04,EUCLID AVENUE,35103
5016,2013-04,EUCLID AVENUE,35528
5017,2015-05,EUCLID AVENUE,40071
5018,2016-04,EUCLID AVENUE,38546
5019,2018-04,EUCLID AVENUE,35086
5020,2010-01,EUCLID AVENUE,18565
5021,2013-01,EUCLID AVENUE,17606
5022,2005-01,EUCLID AVENUE,15710
5023,2008-02,EUCLID AVENUE,8440
5024,2011-03,EUCLID AVENUE,14960
5025,2014-05,EUCLID AVENUE,13182
5026,2010-10,EUCLID AVENUE,10110
5027,2013-12,EUCLID AVENUE,6936
5028,2009-04,EUCLID AVENUE,32145
5029,2012-04,EUCLID AVENUE,31870
5030,2013-12,EUCLID AVENUE,17627
5031,2015-05,EUCLID AVENUE,38803
5032,2009-04,EUCLID AVENUE,32990
5033,2012-04,EUCLID AVENUE,26335
5034,2015-05,EUCLID AVENUE,32674
5035,2022-04,EUCLID AVENUE,6235
5036,2005-04,EUCLID AVENUE,6720
5037,2008-05,EUCLID AVENUE,6070
5038,2011-07,EUCLID AVENUE,6070
5039,2014-05,EUCLID AVENUE,6155
5040,2018-04,EUCLID AVENUE,6999
5041,2012-02,EUCLID AVENUE,26725
5042,2015-04,EUCLID AVENUE,28597
5043,2012-02,EUCLID AVENUE,25485
5044,2015-04,EUCLID AVENUE,29340
5045,2019-03,EUCLID AVENUE,15382
5046,2022-04,EUCLID AVENUE,9967
5047,2005-04,EUCLID AVENUE,12910
5048,2010-10,EUCLID AVENUE,12195
5049,2018-04,EUCLID AVENUE,9980
5050,2012-10,EUCLID AVENUE,26156
5051,2012-10,EUCLID AVENUE,26023
5052,2006-04,EUCLID AVENUE,30790
5053,2006-04,EUCLID AVENUE,30788
5054,2007-04,EUCLID AVENUE,29450
5055,2009-04,EUCLID AVENUE,28570
5056,2010-04,EUCLID AVENUE,28900
5057,2012-04,EUCLID AVENUE,25737
5058,2013-04,EUCLID AVENUE,26350
5059,2015-05,EUCLID AVENUE,25094
5060,2016-04,EUCLID AVENUE,22028
5061,2018-04,EUCLID AVENUE,29112
5062,2021-06,EUCLID AVENUE,28285
5063,2007-01,EUCLID AVENUE,25100
5064,2010-02,EUCLID AVENUE,26665
5065,2012-10,EUCLID AVENUE,24747
5066,2012-10,EUCLID AVENUE,26198
5067,2013-01,EUCLID AVENUE,25400
5068,2017-01,EUCLID AVENUE,26203
5069,2010-10,EUCLID AVENUE,2875
5070,2013-12,EUCLID AVENUE,2824
5071,2019-06,EUCLID AVENUE,21934
5072,2013-12,EUCLID AVENUE,16572
5073,2005-01,EUCLID AVENUE,24150
5074,2008-02,EUCLID AVENUE,16850
5075,2011-03,EUCLID AVENUE,20075
5076,2014-05,EUCLID AVENUE,22353
5077,2018-01,EUCLID AVENUE,22332
5078,2022-01,EUCLID AVENUE,21557
5079,2010-10,EUCLID AVENUE,11975
5080,2013-12,EUCLID AVENUE,7532
5081,2021-12,EUCLID AVENUE,11773
5082,2020-02,EUCLID AVENUE,11682
5083,2007-01,EUCLID AVENUE,9890
5084,2010-02,EUCLID AVENUE,10430
5085,2013-01,EUCLID AVENUE,10423
5086,2017-01,EUCLID AVENUE,11652
5087,2007-05,EUCLID AVENUE,13920
5088,2010-05,EUCLID AVENUE,10255
5089,2013-05,EUCLID AVENUE,9849
5090,2021-06,EUCLID AVENUE,8352
5091,2022-04,EUCLID AVENUE,10495
5092,2005-04,EUCLID AVENUE,10900
5093,2008-05,EUCLID AVENUE,10500
5094,2011-06,EUCLID AVENUE,10325
5095,2018-04,EUCLID AVENUE,11039
5096,2015-04,EUCLID AVENUE,12486
5097,2006-01,EUCLID AVENUE,11260
5098,2009-01,EUCLID AVENUE,11380
5099,2012-01,EUCLID AVENUE,11000
5100,2015-02,EUCLID AVENUE,12006
5101,2016-01,EUCLID AVENUE,11880
5102,2020-01,EUCLID AVENUE,12338
5103,2005-03,EVENING CREEK DRIVE,3420
5104,2008-03,EVENING CREEK DRIVE,3450
5105,2011-05,EVENING CREEK DRIVE,6550
5106,2011-06,EVENING CREEK DRIVE,2095
5107,2018-03,EVENING CREEK DRIVE,4038
5108,2012-08,EVENING CREEK DRIVE,552
5109,2015-10,EVENING CREEK DRIVE,495
5110,2005-03,EVENING CREEK DRIVE,4220
5111,2008-02,EVENING CREEK DRIVE,3300
5112,2011-03,EVENING CREEK DRIVE,4115
5113,2018-03,EVENING CREEK DRIVE,4591
5118,2020-02,EVENING CREEK S DRIVE,3526
5119,2021-12,EVENING CREEK S DRIVE,2259
5122,2010-10,EXECUTIVE DRIVE,5535
5123,2008-01,EXECUTIVE DRIVE,7320
5124,2011-02,EXECUTIVE DRIVE,6190
5125,2014-06,EXECUTIVE DRIVE,6742
5126,2005-11,EXECUTIVE DRIVE,4160
5127,2008-10,EXECUTIVE DRIVE,3710
5128,2011-10,EXECUTIVE DRIVE,4065
5129,2014-05,EXECUTIVE DRIVE,3423
5130,2015-11,EXECUTIVE DRIVE,3620
5131,2019-12,EXECUTIVE DRIVE,4165
5132,2005-11,EXECUTIVE DRIVE,1820
5133,2008-01,EXECUTIVE WAY,6370
5134,2011-02,EXECUTIVE WAY,4260
5135,2014-05,EXECUTIVE WAY,4746
5136,2006-10,F STREET,9690
5137,2009-10,F STREET,7130
5138,2012-08,F STREET,7277
5139,2016-10,F STREET,7690
5140,2008-01,F STREET,11100
5141,2008-12,F STREET,16580
5142,2011-02,F STREET,10210
5143,2011-11,F STREET,15090
5144,2014-06,F STREET,10900
5145,2011-06,F STREET,14480
5146,2014-06,F STREET,10394
5147,2006-10,F STREET,13000
5148,2009-10,F STREET,13320
5149,2016-10,F STREET,11951
5150,2006-11,F STREET,14840
5151,2009-11,F STREET,14910
5152,2012-10,F STREET,14849
5153,2013-12,F STREET,15103
5154,2010-10,F STREET,15325
5155,2008-01,F STREET,15550
5156,2008-12,F STREET,17985
5157,2011-02,F STREET,16520
5158,2011-11,F STREET,17225
5159,2014-06,F STREET,18637
5160,2021-07,F STREET,14238
5161,2019-12,F STREET,12771
5162,2005-11,F STREET,22720
5163,2008-12,F STREET,23805
5164,2011-11,F STREET,19080
5165,2014-06,F STREET,11533
5166,2015-11,F STREET,12162
5167,2011-06,F STREET,23135
5168,2014-06,F STREET,24877
5169,2006-10,F STREET,1970
5170,2009-10,F STREET,1670
5171,2016-10,F STREET,2179
5172,2010-10,F STREET,795
5173,2013-11,F STREET,484
5174,2006-02,FAIRBROOK ROAD,4180
5175,2009-02,FAIRBROOK ROAD,3940
5176,2012-03,FAIRBROOK ROAD,3645
5177,2015-04,FAIRBROOK ROAD,3819
5178,2016-02,FAIRBROOK ROAD,3594
5179,2020-02,FAIRBROOK ROAD,3931
5180,2015-09,FAIRBROOK ROAD,2469
5181,2021-12,FAIRBROOK ROAD,2743
5182,2020-02,FAIRBROOK ROAD,2268
5184,2022-04,FAIRMOUNT AVENUE,20186
5185,2005-04,FAIRMOUNT AVENUE,19180
5186,2008-06,FAIRMOUNT AVENUE,16840
5187,2011-06,FAIRMOUNT AVENUE,17365
5188,2018-04,FAIRMOUNT AVENUE,17471
5189,2007-04,FAIRMOUNT AVENUE,16730
5190,2010-04,FAIRMOUNT AVENUE,17720
5191,2013-03,FAIRMOUNT AVENUE,19150
5192,2018-04,FAIRMOUNT AVENUE,21069
5193,2021-05,FAIRMOUNT AVENUE,18051
5194,2022-04,FAIRMOUNT AVENUE,40171
5195,2005-04,FAIRMOUNT AVENUE,39130
5196,2008-05,FAIRMOUNT AVENUE,35580
5197,2011-06,FAIRMOUNT AVENUE,35095
5198,2018-04,FAIRMOUNT AVENUE,36487
5199,2008-05,FAIRMOUNT AVENUE,86350
5200,2011-06,FAIRMOUNT AVENUE,29260
5201,2022-04,FAIRMOUNT AVENUE,8327
5202,2005-04,FAIRMOUNT AVENUE,8180
5203,2008-06,FAIRMOUNT AVENUE,7030
5204,2011-06,FAIRMOUNT AVENUE,7945
5205,2018-04,FAIRMOUNT AVENUE,8972
5206,2009-04,FAIRMOUNT AVENUE,7275
5207,2012-03,FAIRMOUNT AVENUE,7853
5208,2015-05,FAIRMOUNT AVENUE,7441
5209,2015-11,FAIRMOUNT AVENUE,18972
5210,2021-08,FAIRMOUNT AVENUE,18508
5211,2014-10,FAIRMOUNT AVENUE,10961
5212,2018-04,FAIRMOUNT AVENUE,11527
5213,2006-05,FAIRMOUNT AVENUE,13780
5214,2006-05,FAIRMOUNT AVENUE,13777
5215,2007-04,FAIRMOUNT AVENUE,14250
5216,2009-05,FAIRMOUNT AVENUE,15760
5217,2010-04,FAIRMOUNT AVENUE,13060
5218,2012-05,FAIRMOUNT AVENUE,14107
5219,2013-03,FAIRMOUNT AVENUE,13091
5220,2015-06,FAIRMOUNT AVENUE,11071
5221,2016-05,FAIRMOUNT AVENUE,13097
5222,2021-06,FAIRMOUNT AVENUE,7665
5223,2014-02,FAIRMOUNT AVENUE,17522
5224,2021-09,FAIRMOUNT AVENUE,18579
5225,2020-02,FAIRMOUNT AVENUE,12025
5226,2006-05,FAIRMOUNT AVENUE,10090
5227,2008-06,FAIRMOUNT AVENUE,6670
5228,2009-05,FAIRMOUNT AVENUE,10375
5229,2011-06,FAIRMOUNT AVENUE,6490
5230,2012-05,FAIRMOUNT AVENUE,6573
5231,2015-06,FAIRMOUNT AVENUE,7425
5232,2016-05,FAIRMOUNT AVENUE,7075
5233,2022-04,FAIRMOUNT AVENUE,83104
5234,2021-06,FAIRMOUNT AVENUE,75451
5235,2005-04,FAIRMOUNT AVENUE,79220
5236,2007-04,FAIRMOUNT AVENUE,78080
5237,2008-06,FAIRMOUNT AVENUE,66100
5238,2010-04,FAIRMOUNT AVENUE,79535
5239,2013-04,FAIRMOUNT AVENUE,79900
5240,2018-04,FAIRMOUNT AVENUE,87515
5241,2018-04,FAIRMOUNT AVENUE,77138
5242,2010-10,FAIRMOUNT AVENUE,12835
5243,2013-10,FAIRMOUNT AVENUE,10943
5244,2007-04,FAIRMOUNT AVENUE,11330
5245,2009-04,FAIRMOUNT AVENUE,11120
5246,2010-04,FAIRMOUNT AVENUE,12825
5247,2012-03,FAIRMOUNT AVENUE,11148
5248,2013-04,FAIRMOUNT AVENUE,10747
5249,2015-05,FAIRMOUNT AVENUE,11394
5250,2018-04,FAIRMOUNT AVENUE,9355
5251,2021-05,FAIRMOUNT AVENUE,8832
5252,2022-04,FAIRMOUNT AVENUE,11180
5253,2005-04,FAIRMOUNT AVENUE,12490
5254,2008-05,FAIRMOUNT AVENUE,11790
5255,2011-06,FAIRMOUNT AVENUE,11495
5256,2018-04,FAIRMOUNT AVENUE,10245
5257,2010-05,FAIRMOUNT AVENUE,11970
5258,2013-05,FAIRMOUNT AVENUE,12404
5259,2007-04,FAIRMOUNT AVENUE,15980
5260,2010-04,FAIRMOUNT AVENUE,17870
5261,2013-03,FAIRMOUNT AVENUE,18165
5262,2018-04,FAIRMOUNT AVENUE,16177
5263,2021-05,FAIRMOUNT AVENUE,13750
5264,2014-02,FAIRMOUNT AVENUE,16148
5265,2016-07,FAIRMOUNT AVENUE,17063
5266,2021-08,FAIRMOUNT AVENUE,10788
5267,2010-10,FAIRMOUNT AVENUE,9820
5268,2013-12,FAIRMOUNT AVENUE,6262
5269,2011-06,FAIRMOUNT AVENUE,39055
5270,2022-07,FAIRMOUNT AVENUE,10651
5271,2021-08,FAIRMOUNT AVENUE,13174
5272,2022-07,FAIRMOUNT AVENUE,11886
5273,2007-04,FAIRMOUNT AVENUE,13990
5274,2010-03,FAIRMOUNT AVENUE,11200
5275,2010-04,FAIRMOUNT AVENUE,14350
5276,2013-03,FAIRMOUNT AVENUE,13462
5277,2013-04,FAIRMOUNT AVENUE,12277
5278,2018-04,FAIRMOUNT AVENUE,11746
5279,2021-05,FAIRMOUNT AVENUE,10318
5280,2019-05,FAMOSA BOULEVARD,6302
5281,2007-06,FAMOSA BOULEVARD,6270
5282,2010-06,FAMOSA BOULEVARD,7435
5283,2013-05,FAMOSA BOULEVARD,7659
5284,2021-07,FAMOSA BOULEVARD,5380
5285,2015-03,FAMOSA BOULEVARD,10031
5286,2008-08,FAMOSA BOULEVARD,18690
5287,2011-08,FAMOSA BOULEVARD,20535
5288,2014-06,FAMOSA BOULEVARD,18182
5289,2015-03,FAMOSA BOULEVARD,16089
5291,2005-07,FANUEL STREET,4180
5292,2008-09,FANUEL STREET,3860
5293,2011-09,FANUEL STREET,3605
5294,2014-06,FANUEL STREET,3815
5295,2015-07,FANUEL STREET,3460
5296,2006-07,FANUEL STREET,8200
5297,2009-07,FANUEL STREET,6455
5298,2012-05,FANUEL STREET,5908
5299,2015-06,FANUEL STREET,3565
5300,2016-07,FANUEL STREET,3520
5301,2022-07,FANUEL STREET,4353
5302,2006-11,FANUEL STREET,7060
5303,2009-11,FANUEL STREET,6465
5304,2012-10,FANUEL STREET,6661
5305,2022-07,FANUEL STREET,3760
5306,2010-10,FANUEL STREET,6860
5307,2013-10,FANUEL STREET,5534
5308,2014-03,FANUEL STREET,2959
5309,2005-07,FANUEL STREET,5120
5310,2010-11,FANUEL STREET,4000
5311,2014-03,FANUEL STREET,3964
5312,2015-07,FANUEL STREET,3941
5313,2005-02,FARMINGDALE STREET,4760
5314,2005-07,FARMINGDALE STREET,5140
5315,2008-03,FARMINGDALE STREET,5260
5316,2011-05,FARMINGDALE STREET,4985
5317,2015-07,FARMINGDALE STREET,4267
5318,2015-07,FARMINGDALE STREET,4267
5319,2018-02,FARMINGDALE STREET,4543
5320,2021-08,FARMINGDALE STREET,4063
5321,2022-02,FARMINGDALE STREET,4664
5322,2019-03,FARMINGDALE STREET,2619
5323,2006-11,FASHION VALLEY ROAD,13130
5324,2009-11,FASHION VALLEY ROAD,10650
5325,2016-11,FASHION VALLEY ROAD,11524
5328,2005-07,FAY AVENUE,9440
5329,2008-09,FAY AVENUE,8960
5330,2011-09,FAY AVENUE,9300
5331,2014-06,FAY AVENUE,8323
5332,2015-07,FAY AVENUE,7332
5333,2010-10,FAY AVENUE,5075
5334,2010-10,FAY AVENUE,7535
5335,2017-10,FAY AVENUE,7572
5336,2010-10,FAY AVENUE,8915
5337,2010-10,FAY AVENUE,3475
5338,2022-04,FEDERAL BOULEVARD,8886
5339,2005-04,FEDERAL BOULEVARD,10350
5340,2008-06,FEDERAL BOULEVARD,10180
5341,2011-06,FEDERAL BOULEVARD,9785
5342,2018-04,FEDERAL BOULEVARD,8774
5343,2009-04,FEDERAL BOULEVARD,10480
5344,2012-04,FEDERAL BOULEVARD,10461
5345,2015-05,FEDERAL BOULEVARD,9162
5346,2019-12,FEDERAL BOULEVARD,8583
5347,2011-06,FEDERAL BOULEVARD,17190
5348,2006-04,FEDERAL BOULEVARD,10520
5349,2006-04,FEDERAL BOULEVARD,10513
5350,2009-04,FEDERAL BOULEVARD,8480
5351,2009-10,FEDERAL BOULEVARD,8700
5352,2012-04,FEDERAL BOULEVARD,7950
5353,2015-05,FEDERAL BOULEVARD,8604
5354,2016-04,FEDERAL BOULEVARD,4747
5355,2022-04,FEDERAL BOULEVARD,4835
5356,2005-04,FEDERAL BOULEVARD,5740
5357,2008-06,FEDERAL BOULEVARD,4850
5358,2011-06,FEDERAL BOULEVARD,3095
5359,2018-04,FEDERAL BOULEVARD,5570
5360,2018-04,FEDERAL BOULEVARD,4215
5361,2020-02,FEDERAL BOULEVARD,4356
5362,2021-12,FEDERAL BOULEVARD,4558
5363,2006-01,FEDERAL BOULEVARD,11330
5364,2009-01,FEDERAL BOULEVARD,10995
5365,2012-01,FEDERAL BOULEVARD,10880
5366,2015-03,FEDERAL BOULEVARD,9683
5367,2016-01,FEDERAL BOULEVARD,12827
5368,2020-01,FEDERAL BOULEVARD,11258
5369,2005-01,FEDERAL BOULEVARD,12300
5370,2008-03,FEDERAL BOULEVARD,11290
5371,2011-05,FEDERAL BOULEVARD,8115
5372,2022-02,FEDERAL BOULEVARD,13192
5373,2005-02,FEDERAL BOULEVARD,17430
5374,2008-02,FEDERAL BOULEVARD,17290
5375,2011-03,FEDERAL BOULEVARD,18645
5376,2018-02,FEDERAL BOULEVARD,19216
5377,2010-11,FELSPAR STREET,4440
5378,2014-03,FELSPAR STREET,3313
5382,2010-10,FERN STREET,9125
5383,2013-12,FERN STREET,8597
5384,2006-05,FERN STREET,10110
5385,2006-05,FERN STREET,10107
5386,2009-05,FERN STREET,8770
5387,2012-04,FERN STREET,8142
5388,2015-05,FERN STREET,9053
5389,2016-05,FERN STREET,8889
5390,2007-04,FERN STREET,6830
5391,2010-04,FERN STREET,7430
5392,2013-03,FERN STREET,7306
5393,2018-05,FERN STREET,6399
5394,2021-05,FERN STREET,5728
5395,2018-12,FIELD STREET,5781
5396,2006-11,FIELD STREET,8140
5397,2009-11,FIELD STREET,7905
5398,2016-11,FIELD STREET,6341
5399,2005-07,FIESTA ISLAND ROAD,1871
5400,2008-09,FIESTA ISLAND ROAD,1440
5401,2015-07,FIESTA ISLAND ROAD,4507
5402,2021-07,FIESTA ISLAND ROAD,4255
5405,2021-11,FLANDERS DRIVE,5113
5406,2007-09,FLANDERS DRIVE,4870
5407,2010-07,FLANDERS DRIVE,4125
5408,2017-09,FLANDERS DRIVE,5590
5409,2009-09,FLANDERS DRIVE,3395
5410,2012-08,FLANDERS DRIVE,3301
5411,2018-10,FLANDERS DRIVE,3987
5412,2008-08,FLANDERS DRIVE,2770
5413,2011-08,FLANDERS DRIVE,2800
5414,2014-06,FLANDERS DRIVE,3784
5415,2005-08,FLANDERS DRIVE,8910
5416,2010-10,FLANDERS DRIVE,8530
5417,2014-01,FLANDERS DRIVE,10460
5418,2015-08,FLANDERS DRIVE,11283
5419,2021-11,FLANDERS DRIVE,3243
5420,2007-09,FLANDERS DRIVE,5830
5421,2010-08,FLANDERS DRIVE,5995
5422,2017-09,FLANDERS DRIVE,8430
5423,2009-03,FLANDERS DRIVE,6900
5424,2012-02,FLANDERS DRIVE,7480
5425,2015-04,FLANDERS DRIVE,7611
5426,2009-03,FLANDERS DRIVE,3090
5427,2012-03,FLANDERS DRIVE,3140
5428,2015-05,FLANDERS DRIVE,4157
5430,2005-03,FLORIDA DRIVE,15760
5431,2008-03,FLORIDA DRIVE,17610
5432,2011-05,FLORIDA DRIVE,9210
5433,2014-07,FLORIDA DRIVE,11873
5434,2018-03,FLORIDA DRIVE,13784
5435,2022-03,FLORIDA DRIVE,13955
5436,2006-03,FLORIDA DRIVE,21760
5437,2009-03,FLORIDA DRIVE,22535
5438,2012-03,FLORIDA DRIVE,22575
5439,2015-05,FLORIDA DRIVE,22204
5440,2016-03,FLORIDA DRIVE,22549
5441,2020-03,FLORIDA DRIVE,24660
5442,2007-03,FLORIDA DRIVE,7920
5443,2010-03,FLORIDA DRIVE,7620
5444,2013-02,FLORIDA DRIVE,7794
5445,2021-03,FLORIDA DRIVE,5208
5446,2010-10,FLORIDA STREET,4060
5447,2014-03,FLORIDA STREET,4803
5448,2010-10,FLORIDA STREET,3410
5449,2013-10,FLORIDA STREET,3185
5450,2005-03,FLORIDA STREET,5590
5451,2008-03,FLORIDA STREET,5060
5452,2011-05,FLORIDA STREET,6470
5453,2014-07,FLORIDA STREET,6772
5454,2018-03,FLORIDA STREET,7399
5455,2022-03,FLORIDA STREET,5257
5456,2007-03,FLORIDA STREET,5220
5457,2010-03,FLORIDA STREET,5535
5458,2013-02,FLORIDA STREET,5846
5459,2017-03,FLORIDA STREET,8029
5460,2018-03,FLORIDA STREET,6471
5461,2021-03,FLORIDA STREET,4323
5462,2006-03,FLORIDA STREET,4040
5463,2009-03,FLORIDA STREET,3375
5464,2012-03,FLORIDA STREET,3618
5465,2015-05,FLORIDA STREET,4097
5466,2020-03,FLORIDA STREET,4464
5467,2011-06,FONTAINE STREET,795
5468,2014-06,FONTAINE STREET,788
5469,2007-05,FONTAINE STREET,2860
5470,2010-06,FONTAINE STREET,2650
5471,2021-03,FOOTHILL BOULEVARD,18457
5472,2006-07,FOOTHILL BOULEVARD,17560
5473,2009-07,FOOTHILL BOULEVARD,17480
5474,2012-05,FOOTHILL BOULEVARD,15751
5475,2015-06,FOOTHILL BOULEVARD,17103
5476,2016-07,FOOTHILL BOULEVARD,17552
5477,2005-07,FOOTHILL BOULEVARD,24390
5478,2008-09,FOOTHILL BOULEVARD,23330
5479,2011-09,FOOTHILL BOULEVARD,22045
5480,2014-06,FOOTHILL BOULEVARD,20415
5481,2015-07,FOOTHILL BOULEVARD,21398
5482,2010-10,FORT STOCKTON DRIVE,2050
5483,2013-11,FORT STOCKTON DRIVE,2146
5484,2006-06,FORT STOCKTON DRIVE,3980
5485,2009-10,FORT STOCKTON DRIVE,2910
5486,2012-09,FORT STOCKTON DRIVE,2694
5487,2016-06,FORT STOCKTON DRIVE,2479
5488,2006-06,FORT STOCKTON DRIVE,8520
5489,2009-06,FORT STOCKTON DRIVE,8450
5490,2012-05,FORT STOCKTON DRIVE,9688
5491,2015-06,FORT STOCKTON DRIVE,7626
5492,2016-06,FORT STOCKTON DRIVE,8786
5493,2010-10,FORT STOCKTON DRIVE,4560
5494,2013-10,FORT STOCKTON DRIVE,4225
5495,2022-01,FORT STOCKTON DRIVE,3040
5496,2018-04,FORT STOCKTON DRIVE,2580
5497,2010-10,FORT STOCKTON DRIVE,1895
5498,2013-11,FORT STOCKTON DRIVE,2010
5499,2006-08,FORWARD STREET,0
5500,2009-08,FORWARD STREET,2510
5501,2012-07,FORWARD STREET,2620
5502,2018-01,FORWARD STREET,2792
5503,2018-12,FRANKLIN RIDGE ROAD,517
5504,2010-10,FRAZEE ROAD,8430
5505,2014-01,FRAZEE ROAD,8268
5506,2008-01,FRAZEE ROAD,16150
5507,2011-01,FRAZEE ROAD,16070
5508,2014-06,FRAZEE ROAD,16603
5509,2010-01,FRAZEE ROAD,8300
5510,2013-01,FRAZEE ROAD,8252
5511,2008-01,FRAZEE ROAD,13840
5512,2011-01,FRAZEE ROAD,17150
5513,2014-06,FRAZEE ROAD,11495
5515,2006-11,FRIARS ROAD,42030
5516,2009-07,FRIARS ROAD,30340
5517,2009-11,FRIARS ROAD,43555
5518,2012-07,FRIARS ROAD,45401
5519,2016-11,FRIARS ROAD,40610
5520,2014-01,FRIARS ROAD,32280
5521,2021-08,FRIARS ROAD,26557
5522,2005-11,FRIARS ROAD,37640
5523,2008-10,FRIARS ROAD,33270
